"algorithm","graph","timeout","seed","k","epsilon","num_threads","imbalance","totalPartitionTime","objective","km1","cut","failed"
"Zoltan","dac2012_superblue14.hgr","no",2,2,0.03,64,0,0.829464,"km1",6254,6254,"no"
"Zoltan","dac2012_superblue14.hgr","no",3,2,0.03,64,0,0.823762,"km1",6456,6456,"no"
"Zoltan","dac2012_superblue14.hgr","no",4,2,0.03,64,0,0.8014,"km1",8520,8520,"no"
"Zoltan","dac2012_superblue14.hgr","no",5,2,0.03,64,0,0.812947,"km1",7731,7731,"no"
"Zoltan","dac2012_superblue14.hgr","no",1,64,0.03,64,0.03,1.91199,"km1",63568,58137,"no"
"Zoltan","dac2012_superblue14.hgr","no",2,64,0.03,64,0.0289999999999999,1.86051,"km1",63668,58486,"no"
"Zoltan","dac2012_superblue14.hgr","no",3,64,0.03,64,0.0289999999999999,1.88496,"km1",65527,59332,"no"
"Zoltan","dac2012_superblue14.hgr","no",4,64,0.03,64,0.03,1.86886,"km1",62833,57487,"no"
"Zoltan","dac2012_superblue14.hgr","no",5,64,0.03,64,0.03,1.89133,"km1",64834,59707,"no"
"Zoltan","dac2012_superblue14.hgr","no",1,8,0.03,64,0.00099999999999989,1.50642,"km1",19018,18618,"no"
"Zoltan","dac2012_superblue14.hgr","no",2,8,0.03,64,0.0149999999999999,1.53193,"km1",19373,18784,"no"
"Zoltan","dac2012_superblue14.hgr","no",3,8,0.03,64,0.00499999999999989,1.53976,"km1",17586,17247,"no"
"Zoltan","dac2012_superblue14.hgr","no",4,8,0.03,64,0.014,1.49831,"km1",19388,18651,"no"
"Zoltan","dac2012_superblue14.hgr","no",5,8,0.03,64,0.00299999999999989,1.47548,"km1",18308,17895,"no"
"Zoltan","dac2012_superblue16.hgr","no",1,16,0.03,64,0.0089999999999999,1.70939,"km1",27723,26511,"no"
"Zoltan","dac2012_superblue16.hgr","no",2,16,0.03,64,0.0209999999999999,1.77076,"km1",26592,25335,"no"
"Zoltan","dac2012_superblue16.hgr","no",3,16,0.03,64,0.012,1.72981,"km1",26764,25319,"no"
"Zoltan","dac2012_superblue16.hgr","no",4,16,0.03,64,0.00800000000000001,1.76876,"km1",25205,24086,"no"
"Zoltan","dac2012_superblue16.hgr","no",5,16,0.03,64,0.0269999999999999,1.75918,"km1",26052,24964,"no"
"Zoltan","dac2012_superblue16.hgr","no",1,2,0.03,64,0,0.838392,"km1",9098,9098,"no"
"Zoltan","dac2012_superblue16.hgr","no",2,2,0.03,64,0.002,0.877341,"km1",8335,8335,"no"
"Zoltan","dac2012_superblue16.hgr","no",3,2,0.03,64,0,0.867839,"km1",9766,9766,"no"
"Zoltan","dac2012_superblue16.hgr","no",4,2,0.03,64,0,0.864602,"km1",8419,8419,"no"
"Zoltan","dac2012_superblue16.hgr","no",5,2,0.03,64,0,0.859969,"km1",8895,8895,"no"
"Zoltan","dac2012_superblue16.hgr","no",1,64,0.03,64,0.028,1.85623,"km1",45679,41906,"no"
"Zoltan","dac2012_superblue16.hgr","no",2,64,0.03,64,0.026,1.92882,"km1",45080,41112,"no"
"Zoltan","dac2012_superblue16.hgr","no",3,64,0.03,64,0.0289999999999999,1.84868,"km1",45799,41564,"no"
"Zoltan","dac2012_superblue16.hgr","no",4,64,0.03,64,0.03,1.94542,"km1",46124,42090,"no"
"Zoltan","dac2012_superblue16.hgr","no",5,64,0.03,64,0.028,1.92662,"km1",45398,41625,"no"
"Zoltan","dac2012_superblue16.hgr","no",1,8,0.03,64,0.018,1.56764,"km1",20452,19907,"no"
"Zoltan","dac2012_superblue16.hgr","no",2,8,0.03,64,0.0129999999999999,1.55952,"km1",21178,20660,"no"
"Zoltan","dac2012_superblue16.hgr","no",3,8,0.03,64,0.00299999999999989,1.50833,"km1",20880,20087,"no"
"Zoltan","dac2012_superblue16.hgr","no",4,8,0.03,64,0.0189999999999999,1.54233,"km1",18508,18028,"no"
"Zoltan","dac2012_superblue16.hgr","no",5,8,0.03,64,0.01,1.58709,"km1",19445,18980,"no"
"Zoltan","dac2012_superblue19.hgr","no",1,16,0.03,64,0.02,1.35336,"km1",25144,24349,"no"
"Zoltan","dac2012_superblue19.hgr","no",2,16,0.03,64,0.0169999999999999,1.37558,"km1",24682,23935,"no"
"Zoltan","dac2012_superblue19.hgr","no",3,16,0.03,64,0.026,1.36554,"km1",23303,22767,"no"
